W / cm-1,R Gamma,R Delta,W / cm-1,Eps KKG Gamma Real,Eps KKG Gamma Imag,Eps KKG Delta Real,Eps KKG Delta Imag,W / cm-1,Eps Fit Gamma Real,Eps Fit Gamma Imag,Eps Fit Delta Real,Eps Fit Delta Imag
3454.322,0.0068,0.00475,3456.25,2.11894,0.36936,2.00065,0.30651,3481.741,2.10018,0.33355,1.994,0.28963
3456.251,0.00691,0.00483,3458.18,2.10963,0.37706,2.01132,0.3143,3483.742,2.09972,0.33304,1.99374,0.28911
3458.18,0.00686,0.00492,3460.11,2.09917,0.3694,2.01215,0.32393,3485.743,2.09926,0.33253,1.99348,0.2886
3460.108,0.00675,0.00495,3462.04,2.10545,0.35997,2.00924,0.3315,3487.744,2.0988,0.33202,1.99322,0.28808
3462.037,0.00677,0.00495,3463.97,2.11939,0.36207,2.00349,0.33828,3489.745,2.09834,0.33151,1.99297,0.28756
3463.966,0.00689,0.00493,3465.89,2.1261,0.373,1.99092,0.3356,3491.746,2.09789,0.33099,1.99271,0.28704
3465.894,0.00698,0.00484,3467.82,2.12378,0.38465,1.98758,0.32504,3493.747,2.09743,0.33047,1.99246,0.28651
3467.823,0.007,0.00479,3469.75,2.11627,0.39358,1.99762,0.32254,3495.748,2.09698,0.32995,1.99221,0.28599
3469.752,0.00697,0.00485,3471.68,2.10494,0.39687,2.00189,0.32709,3497.749,2.09653,0.32943,1.99196,0.28547
3471.681,0.00689,0.00489,3473.61,2.09506,0.39665,2.00169,0.33144,3499.75,2.09608,0.3289,1.99171,0.28494
3473.609,0.00681,0.0049,3475.54,2.08399,0.39057,2.00186,0.3386,3501.751,2.09563,0.32838,1.99147,0.28441
3475.538,0.0067,0.00492,3477.47,2.07889,0.37923,1.99376,0.34349,3503.752,2.09519,0.32785,1.99122,0.28389
3477.467,0.00662,0.00488,3479.39,2.08365,0.37092,1.98447,0.34024,3505.753,2.09474,0.32732,1.99098,0.28336
3479.395,0.00663,0.00481,3481.32,2.09086,0.37148,1.98354,0.33507,3507.754,2.0943,0.32678,1.99074,0.28283
3481.324,0.00669,0.00479,3483.25,2.09027,0.3759,1.98746,0.33661,3509.755,2.09386,0.32625,1.9905,0.2823
3483.253,0.0067,0.00482,3485.18,2.08277,0.37299,1.98524,0.34202,3511.756,2.09342,0.32571,1.99026,0.28177
3485.182,0.00663,0.00482,3487.11,2.08314,0.36614,1.97745,0.34601,3513.757,2.09299,0.32517,1.99002,0.28123
3487.11,0.00661,0.00478,3489.04,2.09042,0.36654,1.96562,0.34489,3515.758,2.09255,0.32463,1.98978,0.2807
3489.039,0.00667,0.0047,3490.97,2.09069,0.37195,1.95334,0.33385,3517.759,2.09212,0.32409,1.98955,0.28016
3490.968,0.00669,0.00459,3492.9,2.08353,0.37118,1.95211,0.31808,3519.76,2.09169,0.32354,1.98932,0.27963
3492.896,0.00663,0.00454,3494.82,2.08253,0.36758,1.96209,0.30821,3521.761,2.09126,0.323,1.98909,0.27909
3494.825,0.00661,0.00458,3496.75,2.08412,0.36674,1.97368,0.30984,3523.762,2.09083,0.32245,1.98886,0.27855
3496.754,0.00662,0.00466,3498.68,2.08355,0.36815,1.97477,0.315,3525.763,2.09041,0.3219,1.98863,0.27801
3498.683,0.00662,0.00468,3500.61,2.07912,0.36683,1.97016,0.31505,3527.764,2.08998,0.32134,1.9884,0.27747
3500.611,0.00658,0.00465,3502.54,2.07654,0.36091,1.9679,0.30905,3529.765,2.08956,0.32079,1.98818,0.27693
3502.54,0.00654,0.00462,3504.47,2.08106,0.35586,1.97388,0.30535,3531.766,2.08914,0.32023,1.98796,0.27639
3504.469,0.00656,0.00465,3506.4,2.08908,0.35756,1.9794,0.30678,3533.767,2.08873,0.31967,1.98773,0.27585
3506.397,0.00663,0.00469,3508.33,2.09279,0.36678,1.98117,0.31018,3535.768,2.08831,0.31911,1.98751,0.27531
3508.326,0.00669,0.00471,3510.26,2.08488,0.37391,1.97946,0.31069,3537.769,2.0879,0.31855,1.9873,0.27476
3510.255,0.00665,0.0047,3512.18,2.07366,0.37091,1.98083,0.30705,3539.77,2.08749,0.31799,1.98708,0.27422
3512.183,0.00655,0.0047,3514.11,2.07108,0.3651,1.99255,0.31212,3541.771,2.08708,0.31742,1.98687,0.27367
3514.112,0.00651,0.00479,3516.04,2.07115,0.36187,1.99626,0.32989,3543.772,2.08667,0.31685,1.98665,0.27312
3516.041,0.0065,0.00486,3517.97,2.06938,0.35703,1.97977,0.34411,3545.773,2.08626,0.31629,1.98644,0.27257
3517.97,0.00647,0.00479,3519.9,2.07252,0.35237,1.95533,0.34008,3547.774,2.08586,0.31571,1.98623,0.27203
3519.898,0.00648,0.00462,3521.83,2.07808,0.35084,1.94245,0.32288,3549.775,2.08546,0.31514,1.98602,0.27148
3521.827,0.00652,0.00449,3523.76,2.08422,0.35413,1.94557,0.30737,3551.776,2.08506,0.31457,1.98581,0.27093
3523.756,0.00658,0.00447,3525.68,2.08703,0.36266,1.95421,0.30077,3553.777,2.08466,0.31399,1.98561,0.27037
3525.684,0.00663,0.00451,3527.61,2.08117,0.37086,1.95924,0.29962,3555.778,2.08426,0.31341,1.98541,0.26982
3527.613,0.00661,0.00454,3529.54,2.06993,0.37084,1.96089,0.29925,3557.779,2.08387,0.31283,1.9852,0.26927
3529.542,0.00652,0.00455,3531.47,2.06456,0.36576,1.96119,0.29853,3559.78,2.08348,0.31225,1.985,0.26871
3531.471,0.00646,0.00455,3533.4,2.06455,0.36274,1.95962,0.29446,3561.781,2.08309,0.31167,1.98481,0.26816
3533.399,0.00645,0.00453,3535.33,2.0635,0.36223,1.96268,0.2902,3563.782,2.0827,0.31108,1.98461,0.2676
3535.328,0.00644,0.00454,3537.26,2.06004,0.35852,1.96587,0.28561,3565.783,2.08232,0.3105,1.98441,0.26705
3537.257,0.0064,0.00455,3539.18,2.06311,0.35714,1.97327,0.28178,3567.784,2.08194,0.30991,1.98422,0.26649
3539.185,0.00642,0.00459,3541.11,2.06402,0.36104,1.98468,0.28368,3569.785,2.08155,0.30932,1.98403,0.26593
3541.114,0.00644,0.00467,3543.04,2.0574,0.36183,1.99359,0.29269,3571.786,2.08118,0.30873,1.98384,0.26537
3543.043,0.00639,0.00475,3544.97,2.05326,0.35668,1.99527,0.30484,3573.787,2.0808,0.30813,1.98365,0.26482
3544.972,0.00634,0.00479,3546.9,2.05843,0.35939,1.99009,0.31465,3575.788,2.08042,0.30754,1.98346,0.26425
3546.9,0.00639,0.00478,3548.83,2.05177,0.36632,1.98288,0.3215,3577.789,2.08005,0.30694,1.98328,0.26369
3548.829,0.00636,0.00475,3550.76,2.03477,0.35874,1.9734,0.32621,3579.79,2.07968,0.30634,1.98309,0.26313
3550.758,0.0062,0.0047,3552.69,2.03318,0.34419,1.96016,0.32483,3581.791,2.07931,0.30574,1.98291,0.26257
3552.686,0.00614,0.00461,3554.61,2.04349,0.34041,1.9497,0.31634,3583.792,2.07895,0.30514,1.98273,0.26201
3554.615,0.00621,0.00452,3556.54,2.04494,0.3431,1.94632,0.30535,3585.793,2.07858,0.30454,1.98255,0.26144
3556.544,0.00623,0.00447,3558.47,2.04036,0.34199,1.94795,0.29291,3587.794,2.07822,0.30394,1.98238,0.26088
3558.473,0.00619,0.00445,3560.4,2.03845,0.33724,1.95984,0.28543,3589.795,2.07786,0.30333,1.9822,0.26031
3560.401,0.00616,0.00451,3562.33,2.04089,0.3342,1.97543,0.29276,3591.796,2.07751,0.30272,1.98203,0.25975
3562.33,0.00617,0.00463,3564.26,2.04303,0.33515,1.97527,0.30569,3593.797,2.07715,0.30211,1.98186,0.25918
3564.259,0.00619,0.00466,3566.19,2.04063,0.33808,1.96558,0.3111,3595.798,2.0768,0.3015,1.98169,0.25862
3566.187,0.00618,0.00461,3568.12,2.03178,0.33505,1.95848,0.30969,3597.799,2.07645,0.30089,1.98152,0.25805
3568.116,0.0061,0.00456,3570.05,2.02698,0.32464,1.95633,0.30736,3599.8,2.0761,0.30028,1.98135,0.25748
3570.045,0.00603,0.00454,3571.97,2.0324,0.31695,1.95675,0.31018,3601.801,2.07575,0.29966,1.98119,0.25691
3571.974,0.00605,0.00455,3573.9,2.03705,0.31448,1.94996,0.31572,3603.802,2.07541,0.29905,1.98102,0.25634
3573.902,0.00608,0.00452,3575.83,2.03759,0.30957,1.93394,0.31327,3605.803,2.07507,0.29843,1.98086,0.25577
3575.831,0.00607,0.00441,3577.76,2.04452,0.30412,1.91975,0.29398,3607.804,2.07473,0.29781,1.9807,0.2552
3577.76,0.00611,0.00427,3579.69,2.05632,0.30587,1.92968,0.27539,3609.805,2.07439,0.29719,1.98054,0.25463
3579.688,0.00621,0.00429,3581.62,2.06334,0.31411,1.94944,0.27586,3611.806,2.07405,0.29657,1.98039,0.25406
3581.617,0.00629,0.00442,3583.55,2.06423,0.32535,1.95308,0.28728,3613.807,2.07372,0.29595,1.98023,0.25348
3583.546,0.00633,0.00447,3585.47,2.057,0.33463,1.94155,0.28943,3615.808,2.07339,0.29532,1.98008,0.25291
3585.475,0.0063,0.0044,3587.4,2.04504,0.33643,1.93536,0.28106,3617.809,2.07306,0.2947,1.97993,0.25234
3587.403,0.00621,0.00434,3589.33,2.03647,0.33266,1.94025,0.27595,3619.81,2.07274,0.29407,1.97978,0.25176
3589.332,0.00613,0.00436,3591.26,2.03151,0.32595,1.94202,0.27523,3621.811,2.07241,0.29344,1.97963,0.25119
3591.261,0.00607,0.00437,3593.19,2.03233,0.32045,1.9406,0.27493,3623.812,2.07209,0.29282,1.97948,0.25062
3593.189,0.00606,0.00436,3595.12,2.0357,0.32153,1.93513,0.26849,3625.813,2.07177,0.29219,1.97934,0.25004
3595.118,0.00609,0.00431,3597.05,2.03163,0.32563,1.93663,0.25485,3627.814,2.07145,0.29155,1.9792,0.24946
3597.047,0.00607,0.00429,3598.98,2.02018,0.32262,1.95489,0.25006,3629.815,2.07114,0.29092,1.97906,0.24889
3598.976,0.00597,0.0044,3600.9,2.01357,0.3134,1.97038,0.26328,3631.816,2.07083,0.29029,1.97892,0.24831
3600.904,0.00589,0.00453,3602.83,2.01241,0.3028,1.96392,0.27804,3633.817,2.07052,0.28965,1.97878,0.24773
3602.833,0.00585,0.00452,3604.76,2.01565,0.29362,1.94869,0.27806,3635.818,2.07021,0.28901,1.97865,0.24715
3604.762,0.00585,0.00442,3606.69,2.02174,0.28689,1.9436,0.27067,3637.819,2.0699,0.28838,1.97851,0.24658
3606.69,0.00588,0.00437,3608.62,2.03065,0.28636,1.94432,0.26401,3639.82,2.0696,0.28774,1.97838,0.246
3608.619,0.00595,0.00436,3610.55,2.03408,0.29095,1.94741,0.25923,3641.821,2.0693,0.2871,1.97825,0.24542
3610.548,0.00599,0.00437,3612.48,2.02903,0.29115,1.9526,0.25729,3643.822,2.069,0.28646,1.97812,0.24484
3612.476,0.00595,0.0044,3614.41,2.02705,0.28589,1.95782,0.26001,3645.823,2.0687,0.28581,1.97799,0.24426
3614.405,0.00592,0.00444,3616.33,2.03076,0.28228,1.95767,0.26503,3647.824,2.06841,0.28517,1.97787,0.24368
3616.334,0.00594,0.00445,3618.26,2.03292,0.27948,1.9517,0.26468,3649.825,2.06812,0.28453,1.97775,0.2431
3618.263,0.00595,0.00441,3620.19,2.03801,0.27909,1.9512,0.26157,3651.826,2.06783,0.28388,1.97762,0.24252
3620.191,0.00599,0.0044,3622.12,2.04086,0.28184,1.9536,0.2636,3653.827,2.06754,0.28323,1.9775,0.24194
3622.12,0.00602,0.00442,3624.05,2.03983,0.28496,1.94645,0.26213,3655.828,2.06726,0.28259,1.97739,0.24135
3624.049,0.00602,0.00437,3625.98,2.03559,0.28648,1.94348,0.2525,3657.829,2.06698,0.28194,1.97727,0.24077
3625.977,0.00599,0.00433,3627.91,2.02779,0.27992,1.95408,0.24786,3659.83,2.0667,0.28129,1.97716,0.24019
3627.906,0.00591,0.00439,3629.84,2.03,0.26908,1.96342,0.25671,3661.831,2.06642,0.28064,1.97704,0.23961
3629.835,0.0059,0.00447,3631.76,2.0421,0.26609,1.95481,0.26447,3663.832,2.06614,0.27998,1.97693,0.23902
3631.764,0.00599,0.00443,3633.69,2.04932,0.27074,1.94258,0.26002,3665.833,2.06587,0.27933,1.97682,0.23844
3633.692,0.00606,0.00434,3635.62,2.05033,0.27543,1.93894,0.24756,3667.834,2.0656,0.27868,1.97671,0.23785
3635.621,0.00608,0.00429,3637.55,2.05123,0.28042,1.94769,0.23888,3669.835,2.06533,0.27802,1.97661,0.23727
3637.55,0.0061,0.00433,3639.48,2.04832,0.2855,1.95814,0.23938,3671.836,2.06507,0.27737,1.9765,0.23669
3639.478,0.00609,0.0044,3641.41,2.04212,0.28556,1.96244,0.24522,3673.837,2.0648,0.27671,1.9764,0.2361
3641.407,0.00604,0.00444,3643.34,2.04257,0.28795,1.95965,0.24941,3675.838,2.06454,0.27605,1.9763,0.23552
3643.336,0.00605,0.00443,3645.26,2.03661,0.29454,1.95524,0.24901,3677.839,2.06428,0.2754,1.9762,0.23493
3645.265,0.00602,0.0044,3647.19,2.01908,0.29099,1.95296,0.24652,3679.84,2.06403,0.27474,1.97611,0.23435
3647.193,0.00587,0.00438,3649.12,2.00887,0.2766,1.95027,0.24037,3681.841,2.06378,0.27408,1.97601,0.23376
3649.122,0.00575,0.00435,3651.05,2.00941,0.25915,1.9542,0.23222,3683.842,2.06352,0.27341,1.97592,0.23317
3651.051,0.00571,0.00436,3652.98,2.02082,0.24592,1.96619,0.2324,3685.843,2.06328,0.27275,1.97583,0.23259
3652.979,0.00577,0.00444,3654.91,2.03923,0.24652,1.96947,0.23673,3687.844,2.06303,0.27209,1.97574,0.232
3654.908,0.00592,0.00447,3656.84,2.04605,0.25706,1.97046,0.23854,3689.845,2.06278,0.27143,1.97565,0.23141
3656.837,0.006,0.00448,3658.77,2.03964,0.26197,1.97427,0.24085,3691.846,2.06254,0.27076,1.97556,0.23083
3658.766,0.00596,0.00451,3660.69,2.03707,0.26234,1.97811,0.24814,3693.847,2.0623,0.2701,1.97548,0.23024
3660.694,0.00594,0.00455,3662.62,2.03415,0.26368,1.97402,0.2566,3695.848,2.06207,0.26943,1.97539,0.22965
3662.623,0.00592,0.00454,3664.55,2.02541,0.25974,1.96406,0.25944,3697.849,2.06183,0.26876,1.97531,0.22907
3664.552,0.00584,0.00448,3666.48,2.02127,0.24862,1.95495,0.25475,3699.85,2.0616,0.2681,1.97523,0.22848
3666.48,0.00578,0.00441,3668.41,2.02759,0.23952,1.95252,0.24797,3701.851,2.06137,0.26743,1.97515,0.22789
3668.409,0.00581,0.00438,3670.34,2.03479,0.23592,1.95201,0.23958,3703.852,2.06114,0.26676,1.97508,0.2273
3670.338,0.00586,0.00436,3672.27,2.03931,0.23282,1.95887,0.23164,3705.853,2.06092,0.26609,1.975,0.22672
3672.267,0.00589,0.00439,3674.2,2.04803,0.23244,1.97361,0.23287,3707.854,2.0607,0.26542,1.97493,0.22613
3674.195,0.00596,0.00449,3676.12,2.05517,0.23791,1.98421,0.24783,3709.855,2.06048,0.26475,1.97486,0.22554
3676.124,0.00603,0.00459,3678.05,2.05478,0.24379,1.97679,0.26678,3711.856,2.06026,0.26408,1.97479,0.22495
3678.053,0.00604,0.00458,3679.98,2.0525,0.24758,1.95301,0.26994,3713.857,2.06004,0.26341,1.97473,0.22436
3679.981,0.00603,0.00443,3681.91,2.04816,0.24982,1.93752,0.25681,3715.858,2.05983,0.26273,1.97466,0.22377
3681.91,0.006,0.0043,3683.84,2.04044,0.24663,1.93862,0.24365,3717.859,2.05962,0.26206,1.9746,0.22319
3683.839,0.00593,0.00428,3685.77,2.03631,0.23478,1.94441,0.23966,3719.86,2.05941,0.26138,1.97453,0.2226
3685.768,0.00587,0.00431,3687.7,2.0483,0.22669,1.94219,0.23691,3721.861,2.05921,0.26071,1.97447,0.22201
3687.696,0.00595,0.00429,3689.62,2.0625,0.2333,1.94016,0.22829,3723.862,2.059,0.26003,1.97442,0.22142
3689.625,0.00608,0.00426,3691.55,2.06076,0.24429,1.94812,0.22163,3725.863,2.0588,0.25936,1.97436,0.22083
3691.554,0.00609,0.0043,3693.48,2.05044,0.24609,1.95702,0.22215,3727.864,2.05861,0.25868,1.9743,0.22024
3693.482,0.00601,0.00436,3695.41,2.04503,0.23901,1.9614,0.22813,3729.865,2.05841,0.258,1.97425,0.21965
3695.411,0.00595,0.0044,3697.34,2.05021,0.23343,1.95722,0.2322,3731.866,2.05822,0.25733,1.9742,0.21906
3697.34,0.00598,0.00438,3699.27,2.05775,0.23744,1.9517,0.23039,3733.867,2.05803,0.25665,1.97415,0.21847
3699.268,0.00605,0.00434,3701.2,2.05358,0.24365,1.95,0.22566,3735.868,2.05784,0.25597,1.9741,0.21789
3701.197,0.00603,0.00432,3703.13,2.04327,0.24097,1.95132,0.22093,3737.869,2.05765,0.25529,1.97405,0.2173
3703.126,0.00594,0.00432,3705.05,2.03967,0.23143,1.95513,0.21808,3739.87,2.05747,0.25461,1.97401,0.21671
3705.055,0.00589,0.00434,3706.98,2.04443,0.22262,1.9595,0.21862,3741.871,2.05729,0.25393,1.97397,0.21612
3706.983,0.00591,0.00437,3708.91,2.05379,0.21951,1.96116,0.22355,3743.872,2.05711,0.25325,1.97393,0.21553
3708.912,0.00598,0.00439,3710.84,2.06243,0.22418,1.95239,0.22251,3745.873,2.05693,0.25257,1.97389,0.21494
3710.841,0.00606,0.00433,3712.77,2.06266,0.23272,1.94907,0.21259,3747.874,2.05676,0.25189,1.97385,0.21435
3712.769,0.00608,0.00429,3714.7,2.05335,0.2355,1.95821,0.20639,3749.875,2.05659,0.25121,1.97381,0.21376
3714.698,0.00601,0.00434,3716.63,2.0446,0.22684,1.96561,0.20684,3751.876,2.05642,0.25053,1.97378,0.21318
3716.627,0.00592,0.00439,3718.56,2.05044,0.21834,1.96977,0.20812,3753.877,2.05625,0.24984,1.97375,0.21259
3718.556,0.00595,0.00442,3720.48,2.05867,0.21961,1.97717,0.21426,3755.878,2.05609,0.24916,1.97372,0.212
3720.484,0.00602,0.00448,3722.41,2.05577,0.2214,1.97672,0.22709,3757.879,2.05593,0.24848,1.97369,0.21141
3722.413,0.006,0.0045,3724.34,2.05148,0.21399,1.95944,0.22969,3759.88,2.05577,0.24779,1.97366,0.21082
3724.342,0.00595,0.00439,3726.27,2.06057,0.20667,1.94823,0.21564,3761.881,2.05561,0.24711,1.97363,0.21023
3726.27,0.00601,0.00429,3728.2,2.07408,0.21136,1.9595,0.20714,3763.882,2.05545,0.24643,1.97361,0.20965
3728.199,0.00613,0.00435,3730.13,2.07423,0.22083,1.96611,0.21063,3765.883,2.0553,0.24574,1.97359,0.20906
3730.128,0.00615,0.0044,3732.06,2.06647,0.22255,1.96143,0.21138,3767.884,2.05515,0.24506,1.97357,0.20847
3732.057,0.00609,0.00437,3733.99,2.06387,0.21841,1.96084,0.20775,3769.885,2.05501,0.24437,1.97355,0.20788
3733.985,0.00606,0.00436,3735.91,2.06527,0.21253,1.96396,0.20728,3771.886,2.05486,0.24369,1.97353,0.2073
3735.914,0.00606,0.00438,3737.84,2.07323,0.20977,1.96132,0.20593,3773.887,2.05472,0.243,1.97352,0.20671
3737.843,0.00612,0.00436,3739.77,2.08204,0.21356,1.961,0.20116,3775.888,2.05458,0.24231,1.9735,0.20612
3739.771,0.0062,0.00435,3741.7,2.08686,0.22373,1.96594,0.1994,3777.889,2.05444,0.24163,1.97349,0.20553
3741.7,0.00626,0.00438,3743.63,2.08166,0.23467,1.96706,0.20094,3779.89,2.05431,0.24094,1.97348,0.20495
3743.629,0.00624,0.00439,3745.56,2.06842,0.23862,1.96308,0.19894,3781.891,2.05417,0.24025,1.97347,0.20436
3745.558,0.00614,0.00436,3747.49,2.05386,0.22888,1.96249,0.19515,3783.892,2.05404,0.23957,1.97347,0.20377
3747.486,0.006,0.00435,3749.41,2.05511,0.21417,1.95863,0.18605,3785.893,2.05392,0.23888,1.97346,0.20319
3749.415,0.00598,0.00431,3751.34,2.06764,0.20764,1.96354,0.17044,3787.894,2.05379,0.23819,1.97346,0.2026
3751.344,0.00607,0.00432,3753.27,2.07956,0.21385,1.9859,0.16277,3789.895,2.05367,0.23751,1.97346,0.20202
3753.272,0.00618,0.00446,3755.2,2.07825,0.2242,2.00895,0.17284,3791.896,2.05355,0.23682,1.97346,0.20143
3755.201,0.00619,0.00463,3757.13,2.06781,0.22699,2.01649,0.19248,3793.897,2.05343,0.23613,1.97346,0.20085
3757.13,0.00611,0.00471,3759.06,2.05964,0.22056,2.00975,0.20869,3795.898,2.05331,0.23544,1.97346,0.20026
3759.059,0.00603,0.00469,3760.99,2.05961,0.21071,1.99627,0.21518,3797.899,2.0532,0.23476,1.97347,0.19968
3760.987,0.00601,0.00461,3762.92,2.06727,0.20395,1.98294,0.20922,3799.9,2.05309,0.23407,1.97347,0.19909
3762.916,0.00606,0.00451,3764.84,2.07874,0.20691,1.98151,0.19678,3801.901,2.05298,0.23338,1.97348,0.19851
3764.845,0.00616,0.00448,3766.77,2.0803,0.21584,1.99335,0.1905,3803.902,2.05287,0.23269,1.97349,0.19792
3766.773,0.00619,0.00455,3768.7,2.07131,0.21782,2.00636,0.19822,3805.903,2.05277,0.23201,1.9735,0.19734
3768.702,0.00612,0.00465,3770.63,2.06696,0.21058,2.00356,0.20982,3807.904,2.05267,0.23132,1.97352,0.19676
3770.631,0.00607,0.00465,3772.56,2.07505,0.2071,1.99162,0.21014,3809.905,2.05257,0.23063,1.97353,0.19617
3772.56,0.00613,0.00457,3774.49,2.0809,0.21324,1.9888,0.20353,3811.906,2.05247,0.22994,1.97355,0.19559
3774.488,0.00619,0.00454,3776.42,2.07475,0.21864,1.99093,0.19455,3813.907,2.05238,0.22925,1.97357,0.19501
3776.417,0.00615,0.00454,3778.35,2.06596,0.21479,2.00503,0.19114,3815.908,2.05229,0.22857,1.97359,0.19443
3778.346,0.00607,0.00463,3780.27,2.06627,0.20838,2.02121,0.20384,3817.909,2.0522,0.22788,1.97361,0.19384
3780.274,0.00606,0.00476,3782.2,2.0693,0.20571,2.01783,0.2232,3819.91,2.05211,0.22719,1.97363,0.19326
3782.203,0.00608,0.00477,3784.13,2.06957,0.20462,1.99885,0.22788,3821.911,2.05203,0.2265,1.97365,0.19268
3784.132,0.00608,0.00465,3786.06,2.06799,0.20089,1.99039,0.22072,3823.912,2.05195,0.22581,1.97368,0.1921
3786.061,0.00606,0.00458,3787.99,2.06959,0.19367,1.9929,0.21674,3825.913,2.05187,0.22513,1.97371,0.19152
3787.989,0.00606,0.00459,3789.92,2.07995,0.19038,1.99276,0.21729,3827.914,2.05179,0.22444,1.97374,0.19094
3789.918,0.00614,0.00459,3791.85,2.09029,0.19851,1.98798,0.21283,3829.915,2.05171,0.22375,1.97377,0.19036
3791.847,0.00624,0.00455,3793.78,2.08388,0.20569,1.99272,0.20573,3831.916,2.05164,0.22306,1.9738,0.18978
3793.775,0.0062,0.00457,3795.7,2.07621,0.20208,2.00695,0.208,3833.917,2.05157,0.22238,1.97384,0.1892
3795.704,0.00613,0.00467,3797.63,2.07871,0.19626,2.01698,0.22644,3835.918,2.0515,0.22169,1.97388,0.18862
3797.633,0.00614,0.00477,3799.56,2.08471,0.19649,2.00311,0.24442,3837.919,2.05144,0.221,1.97391,0.18805
3799.561,0.00619,0.00471,3801.49,2.08423,0.19858,1.98133,0.2474,3839.92,2.05137,0.22032,1.97395,0.18747
3801.49,0.00619,0.00457,3803.42,2.08126,0.19566,1.96623,0.24265,3841.921,2.05131,0.21963,1.97399,0.18689
3803.419,0.00616,0.00446,3805.35,2.0847,0.19076,1.95019,0.2304,3843.922,2.05125,0.21894,1.97404,0.18631
3805.348,0.00618,0.00433,3807.28,2.09304,0.1913,1.94134,0.20737,3845.923,2.0512,0.21826,1.97408,0.18574
3807.276,0.00625,0.00423,3809.2,2.09676,0.19644,1.95366,0.1881,3847.924,2.05114,0.21757,1.97413,0.18516
3809.205,0.00629,0.00428,3811.13,2.09575,0.20104,1.97108,0.18382,3849.925,2.05109,0.21688,1.97417,0.18459
3811.134,0.00629,0.00439,3813.06,2.09369,0.20492,1.97703,0.18393,3851.926,2.05104,0.2162,1.97422,0.18401
3813.062,0.00628,0.00443,3814.99,2.08746,0.20588,1.98443,0.184,3853.927,2.05099,0.21551,1.97427,0.18344
3814.991,0.00623,0.00448,3816.92,2.08131,0.20092,1.99113,0.18729,3855.928,2.05095,0.21483,1.97433,0.18286
3816.92,0.00617,0.00453,3818.85,2.08162,0.19391,1.99348,0.18997,3857.929,2.05091,0.21414,1.97438,0.18229
3818.849,0.00616,0.00455,3820.78,2.08592,0.19074,2.00032,0.19868,3859.93,2.05087,0.21346,1.97444,0.18172
3820.777,0.00619,0.00461,3822.71,2.08542,0.18742,1.99283,0.21121,3861.931,2.05083,0.21277,1.97449,0.18114
3822.706,0.00618,0.00458,3824.64,2.08617,0.17756,1.96909,0.20484,3863.932,2.05079,0.21209,1.97455,0.18057
3824.635,0.00617,0.00441,3826.56,2.10179,0.17146,1.96277,0.18094,3865.933,2.05076,0.21141,1.97461,0.18
3826.563,0.00629,0.00433,3828.49,2.11841,0.17844,1.98262,0.16444,3867.934,2.05073,0.21072,1.97467,0.17943
3828.492,0.00644,0.00444,3830.42,2.12304,0.19117,2.00459,0.16526,3869.935,2.0507,0.21004,1.97474,0.17886
3830.421,0.0065,0.00459,3832.35,2.1192,0.19813,2.01721,0.17553,3871.936,2.05068,0.20936,1.9748,0.17829
3832.35,0.00648,0.00469,3834.28,2.12061,0.20266,2.02188,0.18798,3873.937,2.05065,0.20868,1.97487,0.17772
3834.278,0.0065,0.00474,3836.21,2.12203,0.21243,2.01946,0.1987,3875.938,2.05063,0.20799,1.97494,0.17715
3836.207,0.00653,0.00474,3838.14,2.11197,0.21966,2.01149,0.20136,3877.939,2.05061,0.20731,1.97501,0.17658
3838.136,0.00646,0.00469,3840.06,2.10081,0.21592,2.01067,0.19857,3879.94,2.05059,0.20663,1.97508,0.17601
3840.064,0.00636,0.00468,3841.99,2.10279,0.21267,2.01761,0.20039,3881.941,2.05058,0.20595,1.97515,0.17544
3841.993,0.00637,0.00473,3843.92,2.10235,0.21451,2.02163,0.20813,3883.942,2.05057,0.20527,1.97522,0.17488
3843.922,0.00637,0.00477,3845.85,2.0968,0.21244,2.02163,0.21992,3885.943,2.05055,0.20459,1.9753,0.17431
3845.851,0.00632,0.00479,3847.78,2.09953,0.21106,2.01265,0.2316,3887.944,2.05055,0.20391,1.97538,0.17375
3847.779,0.00634,0.00475,3849.71,2.10073,0.2163,1.99549,0.23475,3889.945,2.05054,0.20323,1.97546,0.17318
3849.708,0.00636,0.00464,3851.64,2.09137,0.22007,1.98022,0.22517,3891.946,2.05054,0.20255,1.97554,0.17262
3851.637,0.00629,0.00452,3853.57,2.07851,0.2132,1.98013,0.2144,3893.947,2.05054,0.20187,1.97562,0.17205
3853.565,0.00617,0.0045,3855.49,2.07548,0.19987,1.98479,0.21356,3895.948,2.05054,0.2012,1.9757,0.17149
3855.494,0.00612,0.00453,3857.42,2.08238,0.19044,1.97762,0.21244,3897.949,2.05054,0.20052,1.97579,0.17093
3857.423,0.00616,0.00448,3859.35,2.0883,0.18504,1.97204,0.20506,3899.95,2.05054,0.19984,1.97587,0.17036
3859.352,0.0062,0.00443,3861.28,2.09537,0.1798,1.97138,0.19554,3901.951,2.05055,0.19917,1.97596,0.1698
3861.28,0.00625,0.00441,3863.21,2.10945,0.18138,1.97394,0.18452,3903.952,2.05056,0.19849,1.97605,0.16924
3863.209,0.00637,0.00441,3865.14,2.11693,0.19181,1.98472,0.17581,3905.953,2.05057,0.19781,1.97614,0.16868
